YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS50M,WD50M
2013,12,13,21,14.94,51.69,0,3.23,304.15
2013,12,13,22,13.63,54.81,0,3.84,292.6
2013,12,13,23,12.07,59.69,0,4.87,286.78
2013,12,14,0,10.99,63.19,0,6.01,287.09
2013,12,14,1,10.37,65.19,0,6.8,288.83
2013,12,14,2,9.84,67.75,0,6.8,289.33
2013,12,14,3,9.28,71.44,0,6.36,287.37
2013,12,14,4,8.8,74.81,0,5.99,283.42
2013,12,14,5,8.38,77.56,0,5.79,277.29
2013,12,14,6,8.09,79.56,0,5.95,269.62
2013,12,14,7,10.49,70.94,0,6.07,262.54
2013,12,14,8,13.3,60.12,0,4.61,257.38
2013,12,14,9,16.19,52.81,0,3.27,255.47
2013,12,14,10,19.62,41.19,0,3.07,273.79
2013,12,14,11,22.73,31.62,0,3.23,303.84
2013,12,14,12,24.01,29,0,3.03,316.15
2013,12,14,13,24.33,28.5,0,2.64,324.76
2013,12,14,14,24.14,29.25,0,2.53,325.82
2013,12,14,15,23.01,37,0,2.34,326.84
2013,12,14,16,20.64,43.25,0,1.78,343.95
2013,12,14,17,19.55,39.69,0,1.56,14.8
2013,12,14,18,18.01,44.56,0,1.9,42.16
2013,12,14,19,16.9,47.88,0,2.59,56.84
2013,12,14,20,15.17,54.19,0,3.34,66.26
2013,12,14,21,13.63,60.69,0,3.88,73.61
2013,12,14,22,12.48,66,0,4.06,81.26
2013,12,14,23,11.75,69.06,0,3.86,91.28
2013,12,15,0,11.3,70.69,0,3.44,106.91
2013,12,15,1,10.98,71.56,0,3,129.29
2013,12,15,2,10.41,73.94,0,2.87,155.39
2013,12,15,3,9.61,77.88,0,3.06,177.66
2013,12,15,4,8.83,81.5,0,3.33,192.73
2013,12,15,5,8.34,83.06,0,3.42,201.29
2013,12,15,6,8.23,82.5,0,3.21,204.13
2013,12,15,7,10.2,75.19,0,2.77,202.88
2013,12,15,8,13.01,63.19,0,1.77,195.39
2013,12,15,9,16.06,54.5,0,1.33,164.98
2013,12,15,10,19.76,43.12,0,1.68,157.85
2013,12,15,11,23.1,32.38,0,0.99,147.18
2013,12,15,12,24.35,29.56,0,0.24,137.6
2013,12,15,13,24.77,29.12,0,0.24,336.8
2013,12,15,14,24.57,29.5,0,0.68,343.43
2013,12,15,15,23.55,35.62,0,1.27,2.47
2013,12,15,16,20.64,45.44,0,2.24,31.03
2013,12,15,17,18.1,46.94,0,3.12,48.96
2013,12,15,18,16.35,52.31,0,3.78,62.32
2013,12,15,19,14.86,57.12,0,4.31,73.47
2013,12,15,20,13.64,61.31,0,4.75,83.3
2013,12,15,21,12.68,64.81,0,5.02,91.16
2013,12,15,22,11.87,68.12,0,5.01,97.71
2013,12,15,23,11.19,71.12,0,4.76,104.06
2013,12,16,0,10.66,73.44,0,4.34,111.44
2013,12,16,1,10.3,74.81,0,3.79,121.17
2013,12,16,2,10.2,74.94,0,3.07,133.15
2013,12,16,3,10.06,75.44,0,2.47,149.13
2013,12,16,4,9.75,77,0,2.19,167.25
2013,12,16,5,9.43,78.75,0,2.02,183.11
2013,12,16,6,9.26,79.69,0,1.76,198.11
2013,12,16,7,10.34,76.25,0,1.47,212.17
2013,12,16,8,12.47,67.31,0,1.09,211.88
2013,12,16,9,15.33,59.38,0,0.95,190.85
2013,12,16,10,19.79,44.56,0,1.1,191.07
2013,12,16,11,22.87,35.31,0,0.71,217.38
2013,12,16,12,24.09,32,0,0.86,245.77
2013,12,16,13,24.53,30.75,0,0.93,256.43
2013,12,16,14,24.45,30.44,0,0.92,277.31
2013,12,16,15,23.51,38,0,0.98,324.04
2013,12,16,16,21.06,42.06,0,1.72,19.58
2013,12,16,17,18.72,45,0,2.59,43.29
2013,12,16,18,17.28,49.38,0,2.99,57.93
2013,12,16,19,16.42,51.62,0,2.92,70.3
2013,12,16,20,15.78,53.12,0,2.69,83.83
2013,12,16,21,15.06,55.69,0,2.5,95.55
2013,12,16,22,14.3,58.62,0,2.35,100.71
2013,12,16,23,13.49,61.94,0,2.29,99.43
2013,12,17,0,12.57,66,0,2.38,98.1
2013,12,17,1,11.73,70.12,0,2.45,102.71
2013,12,17,2,10.94,74.12,0,2.52,113.78
2013,12,17,3,10.19,77.94,0,2.63,130.18
2013,12,17,4,9.49,81.62,0,2.82,147.46
2013,12,17,5,8.77,85.44,0,3.12,161.93
2013,12,17,6,8.15,88.56,0,3.48,174.98
2013,12,17,7,9.93,80.19,0,3.82,185.86
2013,12,17,8,13.05,65.25,0,3.32,192.79
2013,12,17,9,16.23,55.06,0,2.8,192.56
2013,12,17,10,20.1,42.62,0,2.8,195.4
2013,12,17,11,23.13,33.12,0,2.16,215.3
2013,12,17,12,24.4,29.75,0,1.83,241.14
2013,12,17,13,24.76,28.56,0,1.61,265.84
2013,12,17,14,24.55,28.62,0,1.61,289.58
2013,12,17,15,23.57,33.69,0,1.52,313.54
2013,12,17,16,21.23,41.06,0,1.35,3.97
2013,12,17,17,19.37,40.38,0,1.77,43.93
2013,12,17,18,18.4,42.88,0,2.2,57.89
2013,12,17,19,17.41,45.5,0,2.45,64.09
2013,12,17,20,16.51,47.88,0,2.55,77.28
2013,12,17,21,15.46,51,0,2.76,96.18
2013,12,17,22,14.49,54.25,0,2.83,108.03
2013,12,17,23,13.87,56.5,0,2.57,115.4
2013,12,18,0,13.43,58.06,0,2.24,125.91
2013,12,18,1,12.94,59.75,0,1.77,143.79
2013,12,18,2,12.29,62.19,0,1.59,170.4
2013,12,18,3,11.7,64.19,0,1.88,185.73
2013,12,18,4,10.95,67,0,2.49,191.59
2013,12,18,5,9.9,71.12,0,3.22,191.77
2013,12,18,6,9.05,74.5,0,3.83,193.58
2013,12,18,7,11.12,69.38,0,4.16,198.74
2013,12,18,8,14.26,56.56,0,3.14,202.36
2013,12,18,9,17.3,49.69,0,2.31,194.08
2013,12,18,10,21.31,38.69,0,3.14,190.61
2013,12,18,11,23.94,32.25,0,2.87,194.83
2013,12,18,12,24.91,31.06,0,2.32,198.25
2013,12,18,13,25.26,31.19,0,1.84,198.05
2013,12,18,14,25.1,32.12,0,1.25,197.42
2013,12,18,15,24.37,36.81,0,0.6,180.74
2013,12,18,16,22.44,43.25,0,0.92,71.1
2013,12,18,17,19.82,46.81,0,2.38,62.26
2013,12,18,18,17.71,53.69,0,3.61,66.54
2013,12,18,19,16.01,59.38,0,4.51,72.26
2013,12,18,20,14.86,63.06,0,5.3,77.83
2013,12,18,21,14.01,65.69,0,5.94,82.59
2013,12,18,22,13.3,68.38,0,6.37,86.34
2013,12,18,23,12.62,71.06,0,6.64,88.65
2013,12,19,0,12,73.75,0,6.83,89.28
2013,12,19,1,11.44,76.19,0,6.95,89.48
2013,12,19,2,10.92,78.56,0,6.93,90.9
2013,12,19,3,10.44,80.81,0,6.78,93.77
2013,12,19,4,10.01,82.88,0,6.54,97.62
2013,12,19,5,9.65,84.62,0,6.28,102.57
2013,12,19,6,9.42,85.81,0,6.05,108.29
2013,12,19,7,11.67,75.5,0,5.5,113.72
2013,12,19,8,14.26,65.56,0,4.01,115.72
2013,12,19,9,17.64,55.88,0,3.4,115.45
2013,12,19,10,21.54,44.25,0,4.37,124.88
2013,12,19,11,24.02,38.38,0,4.53,133.53
2013,12,19,12,25.12,36.56,0,4.16,137.89
2013,12,19,13,25.46,36.12,0,3.68,139.04
2013,12,19,14,25.19,36.88,0,3.02,135.42
2013,12,19,15,24.16,43.38,0,2.39,117.4
2013,12,19,16,21.01,55.88,0,3,84.91
2013,12,19,17,18.33,59.19,0,4.29,74.24
2013,12,19,18,16.94,64.12,0,5.44,75.7
2013,12,19,19,16.11,67.5,0,6.15,80.27
2013,12,19,20,15.32,70.81,0,6.38,84.31
2013,12,19,21,14.55,74,0,6.17,86.66
2013,12,19,22,13.98,76.69,0,5.6,86.4
2013,12,19,23,13.46,79.31,0,5,80.64
2013,12,20,0,12.87,82.69,0.14,4.43,69.33
2013,12,20,1,12.26,86.75,0.14,4.12,52.93
2013,12,20,2,11.78,90,0.14,4.16,40.58
2013,12,20,3,11.06,94,0,4.18,36.57
2013,12,20,4,10.51,97.06,0,3.99,36.96
2013,12,20,5,10.12,99.38,0,3.62,40.01
2013,12,20,6,9.92,100,0,3.13,44.09
2013,12,20,7,11.71,91.69,0,2.52,48.51
2013,12,20,8,13.64,83.44,0,1.61,43.23
2013,12,20,9,16.48,71.06,0,1.27,40.75
2013,12,20,10,20.34,54.75,0,1.17,59.5
2013,12,20,11,22.11,49,0,0.88,64.34
2013,12,20,12,22.8,46.88,0,0.56,46.7
2013,12,20,13,23.05,45.62,0,0.54,4.14
2013,12,20,14,22.83,46.25,0,0.98,341.85
2013,12,20,15,21.84,52.44,0,1.88,337.8
2013,12,20,16,18.74,65.56,0,3.43,341.4
2013,12,20,17,16.54,70.31,0,4.67,347.73
2013,12,20,18,15.64,74.38,0,5.38,354.5
2013,12,20,19,14.9,77.56,0,5.53,1.54
2013,12,20,20,14.21,80.38,0,5.47,8.95
2013,12,20,21,13.58,82.81,0,5.42,15.8
2013,12,20,22,13.01,84.81,0,5.47,22.14
2013,12,20,23,12.57,85.69,0,5.57,28.51
2013,12,21,0,12.15,86.38,0,5.68,33.84
2013,12,21,1,11.64,88,0,5.86,37.47
2013,12,21,2,11.28,89.44,0,5.95,42.02
2013,12,21,3,10.76,91.75,0,5.87,49.16
2013,12,21,4,10.2,94.56,0,5.61,56.46
2013,12,21,5,9.69,97.31,0,5.3,63.55
2013,12,21,6,9.32,100,0,5.03,74.69
2013,12,21,7,10.87,91.94,0,4.58,86.48
2013,12,21,8,12.78,83.31,0,3.52,97.77
2013,12,21,9,15.8,71.19,0,3.26,106.87
2013,12,21,10,19.24,58.88,0,4.03,125.45
2013,12,21,11,21.47,51.75,0,4.46,138.77
2013,12,21,12,22.45,47.56,0,4.36,143.15
2013,12,21,13,22.83,44.88,0,4.21,143.3
2013,12,21,14,22.49,44.75,0,4.09,143.79
2013,12,21,15,21.18,55.25,0,3.55,142.88
2013,12,21,16,19.18,59.94,0,3,133.42
2013,12,21,17,17.94,57.56,0,2.87,122.01
2013,12,21,18,17.05,59.81,0,3.03,112.6
2013,12,21,19,16.19,62.62,0,3.21,109.32
2013,12,21,20,15.33,65.56,0,3.34,110.85
2013,12,21,21,14.49,68.69,0,3.4,118.21
2013,12,21,22,13.7,71.88,0,3.36,130.38
2013,12,21,23,12.88,75.5,0,3.37,142.25
2013,12,22,0,12.23,78.5,0,3.23,151.7
2013,12,22,1,11.83,80.38,0,2.88,159.21
2013,12,22,2,11.58,81.38,0,2.4,165.69
2013,12,22,3,11.12,83.69,0,1.97,170.65
2013,12,22,4,10.89,84.88,0,1.67,174.1
2013,12,22,5,10.81,85.38,0,1.38,179.67
2013,12,22,6,10.44,87.69,0,1.08,187.49
2013,12,22,7,10.97,85.75,0,0.87,206.1
2013,12,22,8,12.85,77,0,0.58,227.73
2013,12,22,9,15.87,64.44,0,0.64,234.38
2013,12,22,10,20.17,41.25,0,1.65,221.16
2013,12,22,11,21.78,33.5,0,1.92,226.49
2013,12,22,12,22.63,29.81,0,2.13,238.82
2013,12,22,13,22.92,28.25,0,2.29,251.26
2013,12,22,14,22.44,29,0,2.35,262.17
2013,12,22,15,20.92,40.06,0,2.44,276.62
2013,12,22,16,17.98,48.56,0,2.8,296.49
2013,12,22,17,16.06,48.44,0,3.25,311.78
2013,12,22,18,14.8,52.25,0,3.71,323.3
2013,12,22,19,13.6,56.31,0,4.2,330.81
2013,12,22,20,12.61,59.94,0,4.63,335.16
2013,12,22,21,11.83,63,0,4.96,336.83
2013,12,22,22,11.14,66.62,0,5.21,338.09
2013,12,22,23,10.52,70.56,0,5.4,339.86
2013,12,23,0,9.96,74.5,0,5.44,342.61
2013,12,23,1,9.44,78.62,0,5.37,345.15
2013,12,23,2,8.93,83.44,0,5.2,346.01
2013,12,23,3,8.44,89.06,0,4.97,345.05
2013,12,23,4,7.99,94.81,0,4.66,341.63
2013,12,23,5,7.58,100,0,4.29,336.71
2013,12,23,6,7.29,100,0,3.87,329.71
2013,12,23,7,9.19,94.94,0,3.49,319.9
2013,12,23,8,11.55,82.94,0,2.61,307.45
2013,12,23,9,14.37,71.31,0,2.14,291.68
2013,12,23,10,18.59,51.38,0,2.96,292.31
2013,12,23,11,20.46,43.25,0,3.52,289.2
2013,12,23,12,21.21,40.31,0,4.06,291.23
2013,12,23,13,21.37,39.19,0,4.32,296.19
2013,12,23,14,21.01,39.69,0,4.38,300.77
2013,12,23,15,19.62,49.19,0,4.16,306.98
2013,12,23,16,16.39,59.81,0,3.92,315.08
2013,12,23,17,14.88,59,0,3.71,322.26
2013,12,23,18,14.29,59.81,0,3.61,328.72
2013,12,23,19,13.59,61.31,0,3.67,333.87
2013,12,23,20,12.76,63.5,0,3.85,337.34
2013,12,23,21,11.88,66.06,0,4.07,338.85
2013,12,23,22,10.88,69.25,0,4.49,338.16
2013,12,23,23,9.98,71.81,0,5.07,337.54
2013,12,24,0,9.28,73.25,0,5.62,337.43
2013,12,24,1,8.69,73.81,0,6,337.64
2013,12,24,2,8.14,74,0,6.12,338.65
2013,12,24,3,7.62,73.88,0,6.03,339.69
2013,12,24,4,7.11,73.75,0,5.77,339.24
2013,12,24,5,6.62,73.69,0,5.37,336.68
2013,12,24,6,6.22,73.5,0,4.91,331.72
2013,12,24,7,8.19,64.62,0,4.3,325.21
2013,12,24,8,10.31,54.62,0,2.87,313.79
2013,12,24,9,13.14,48.56,0,2.1,295.8
2013,12,24,10,17.26,38.75,0,2.47,305.1
2013,12,24,11,20.35,30.31,0,3.75,305.15
2013,12,24,12,21.12,28.94,0,4.36,300.84
2013,12,24,13,21.2,28.81,0,4.71,301.63
2013,12,24,14,20.85,29.44,0,4.72,304.22
2013,12,24,15,19.53,37.31,0,4.36,308.31
2013,12,24,16,15.8,52.06,0,4.01,314.76
2013,12,24,17,13.99,49.94,0,3.81,319.74
2013,12,24,18,13.52,49.38,0,3.5,322.16
2013,12,24,19,13.19,48.44,0,3.14,321.96
2013,12,24,20,12.62,48.69,0,3.04,317.71
2013,12,24,21,11.61,51,0,3.37,313.31
2013,12,24,22,10.18,55.31,0,4.05,312.42
2013,12,24,23,8.78,59.69,0,4.82,313.62
2013,12,25,0,7.83,61.69,0,5.44,315.41
2013,12,25,1,7.17,61.69,0,5.96,316.38
2013,12,25,2,6.69,60.44,0,6.29,317.62
2013,12,25,3,6.29,58.56,0,6.3,319.38
2013,12,25,4,5.95,57.38,0,6.12,319.6
2013,12,25,5,5.65,57.38,0,5.96,317.82
2013,12,25,6,5.42,58,0,5.8,314.45
2013,12,25,7,7.89,49.44,0,5.33,309.53
2013,12,25,8,10.42,39.94,0,3.41,302.16
2013,12,25,9,13.41,36.88,0,2.08,285.92
2013,12,25,10,17.9,29.5,0,2.53,292.36
2013,12,25,11,21.08,23.44,0,3.71,294.89
2013,12,25,12,21.87,23.94,0,3.93,295.29
2013,12,25,13,21.98,24.81,0,3.89,298.57
2013,12,25,14,21.59,26.25,0,3.9,301.4
2013,12,25,15,20.37,33.44,0,3.75,306.01
2013,12,25,16,16.76,48.44,0,3.56,316.96
2013,12,25,17,14.87,44.94,0,3.63,328.74
2013,12,25,18,13.94,46.19,0,3.78,336.72
2013,12,25,19,13.04,47.19,0,3.91,339.54
2013,12,25,20,12.1,48.44,0,4.09,337.06
2013,12,25,21,10.99,50.38,0,4.45,330.92
2013,12,25,22,9.82,52.44,0,4.99,324.69
2013,12,25,23,8.8,53.81,0,5.6,320.72
2013,12,26,0,7.98,54.31,0,6.18,319.93
2013,12,26,1,7.31,54.25,0,6.67,321.56
2013,12,26,2,6.69,54.69,0,6.95,324.06
2013,12,26,3,6.08,56,0,6.91,326.76
2013,12,26,4,5.76,57.5,0,6.7,328.5
2013,12,26,5,5.44,59.38,0,6.41,328.25
2013,12,26,6,5.15,61.25,0,6.16,326.27
2013,12,26,7,7.06,52.81,0,5.22,323.58
2013,12,26,8,9.03,46.75,0,3.16,318.31
2013,12,26,9,11.87,42.12,0,2.04,308.01
2013,12,26,10,15.62,36.5,0,1.92,310.88
2013,12,26,11,20.03,23.25,0,3.57,336.13
2013,12,26,12,21.33,21.06,0,3.25,329.56
2013,12,26,13,21.54,21.62,0,3.06,322.78
2013,12,26,14,21.15,23.19,0,3,319.22
2013,12,26,15,20.02,29.19,0,2.97,318.52
2013,12,26,16,16.87,44.75,0,2.93,320.08
2013,12,26,17,15.37,39.38,0,2.78,324.97
2013,12,26,18,14.9,37.88,0,2.52,333.28
2013,12,26,19,14.37,37.69,0,2.24,345.87
2013,12,26,20,13.69,38.19,0,2.15,354.37
2013,12,26,21,13.36,38.06,0,2.28,356.86
2013,12,26,22,12.72,40.19,0,2.58,357.22
2013,12,26,23,11.88,44.19,0,3.09,353.02
2013,12,27,0,10.92,47.94,0,3.7,352.37
2013,12,27,1,10.06,50.56,0,4.36,354.34
2013,12,27,2,9.48,51.69,0,4.91,358.72
2013,12,27,3,9.1,51.44,0,5.24,5.05
2013,12,27,4,9.05,50.38,0,5.4,8.15
2013,12,27,5,8.92,50.75,0,4.98,8.84
2013,12,27,6,8.73,53.31,0,4.16,6.91
2013,12,27,7,9.68,45,0,2.96,357.27
2013,12,27,8,10.33,40.44,0,1.74,326.38
2013,12,27,9,11.08,42.62,0,1.71,295.51
2013,12,27,10,12.15,44.12,0,1.83,299.08
2013,12,27,11,13.44,43.81,0,1.94,319.9
2013,12,27,12,14.18,46.75,0,2.05,330.31
2013,12,27,13,13.86,54.94,0.01,1.73,342.95
2013,12,27,14,13.4,62.19,0.01,1.51,356.44
2013,12,27,15,12.77,68.81,0.03,1.21,356.66
2013,12,27,16,12.04,75.56,0.04,0.93,333.43
2013,12,27,17,11.44,81.44,0.05,1.17,316.36
2013,12,27,18,11.18,84.12,0.06,1.41,310.5
2013,12,27,19,11.01,86,0.06,1.65,307.52
2013,12,27,20,10.83,87.75,0.05,2,312.79
2013,12,27,21,10.56,89.25,0.05,2.06,323.48
2013,12,27,22,10.51,89.62,0.07,1.96,319.2
2013,12,27,23,10.48,89.88,0.08,1.95,305.03
2013,12,28,0,10.44,89.44,0.08,1.44,343.33
2013,12,28,1,9.69,91.62,0.09,2.35,29.63
2013,12,28,2,9.01,93.31,0.08,2.82,32.76
2013,12,28,3,8.48,94.25,0.08,2.8,24.71
2013,12,28,4,8.05,94.69,0.07,2.66,7.75
2013,12,28,5,7.56,95.5,0.04,2.82,348.01
2013,12,28,6,7.13,95.88,0.02,3.21,332.75
2013,12,28,7,8.45,88.44,0.01,3.48,323.95
2013,12,28,8,9.7,82.06,0,2.82,318.81
2013,12,28,9,12.26,67.94,0,2.44,319.16
2013,12,28,10,15.93,43.5,0,2.62,328.92
2013,12,28,11,19.12,30.88,0,2.86,334.97
2013,12,28,12,20.3,29.5,0,3.04,336.07
2013,12,28,13,20.73,28.75,0,3.33,338.8
2013,12,28,14,20.56,28.94,0,3.5,340.15
2013,12,28,15,19.48,34,0,3.45,340.83
2013,12,28,16,15.86,50.44,0,3.55,341.53
2013,12,28,17,13.54,49.75,0,3.96,345.25
2013,12,28,18,12.3,52.62,0,4.43,350.26
2013,12,28,19,11.15,55.44,0,4.9,354.79
2013,12,28,20,10.15,57.81,0,5.45,357.13
2013,12,28,21,9.3,59.44,0,6.03,356.66
2013,12,28,22,8.54,60.12,0,6.54,354.45
2013,12,28,23,7.79,59.5,0,6.82,353.16
2013,12,29,0,7.01,58,0,6.84,353.9
2013,12,29,1,6.24,56.31,0,6.66,353.26
2013,12,29,2,5.51,55.06,0,6.54,350.37
2013,12,29,3,4.83,54.31,0,6.46,346.43
2013,12,29,4,4.2,54.38,0,6.34,341.83
2013,12,29,5,3.65,54.94,0,6.23,337.42
2013,12,29,6,3.25,55.44,0,6.14,333.37
2013,12,29,7,5.88,45.62,0,5.49,330.52
2013,12,29,8,8.72,36,0,3.59,327.07
2013,12,29,9,12.18,32.62,0,2.49,322.27
2013,12,29,10,17.04,24.62,0,2.83,308.83
2013,12,29,11,19.8,20.31,0,3.21,290.64
2013,12,29,12,20.65,19.81,0,3.06,287.51
2013,12,29,13,20.87,19.44,0,2.86,294.18
2013,12,29,14,20.48,19.69,0,2.83,302.24
2013,12,29,15,19.17,25.94,0,3.02,309.33
2013,12,29,16,15.26,41.5,0,3.4,323.02
2013,12,29,17,13.14,36.94,0,3.56,339.69
2013,12,29,18,12.18,37.19,0,3.64,356.31
2013,12,29,19,11.37,37.5,0,3.68,8.18
2013,12,29,20,10.6,38.19,0,3.76,16.78
2013,12,29,21,9.83,38.56,0,3.91,23.33
2013,12,29,22,9.14,39.06,0,3.99,28.83
2013,12,29,23,8.44,40.12,0,4.06,32.83
2013,12,30,0,7.74,41,0,4.15,36.11
2013,12,30,1,7.19,42,0,4.12,38.61
2013,12,30,2,6.92,42.56,0,3.85,42.95
2013,12,30,3,6.76,43.12,0,3.43,49.34
2013,12,30,4,6.8,42.44,0,2.75,60.15
2013,12,30,5,6.71,42.56,0,2.09,82.93
2013,12,30,6,6.15,45.75,0,2.09,112.92
2013,12,30,7,7.03,52.12,0,2.61,123.64
2013,12,30,8,9.44,38.25,0,2.43,119.95
2013,12,30,9,12.34,34.88,0,2.38,108.97
2013,12,30,10,16.36,25.94,0,3.66,112.46
2013,12,30,11,19.36,21.31,0,4.33,119.62
2013,12,30,12,20.33,22.56,0,4.41,120.34
2013,12,30,13,20.35,25.19,0,4.23,121.11
2013,12,30,14,19.33,32.31,0,3.68,122.51
2013,12,30,15,17.58,49.94,0,2.89,114.62
2013,12,30,16,16.2,51.94,0,3.02,88.37
2013,12,30,17,14.8,52.75,0.01,4.3,76.12
2013,12,30,18,13.39,54.94,0.1,5.86,74.78
2013,12,30,19,12.87,56.56,0.37,7.15,77.57
2013,12,30,20,13.08,58.44,0.52,7.36,81.89
2013,12,30,21,12.98,63.38,0.81,6.58,81.05
2013,12,30,22,12.44,70.38,1.42,5.98,71.8
2013,12,30,23,11.74,76.06,1.14,5.69,61.53
2013,12,31,0,11.03,80.12,0.87,5.53,52.76
2013,12,31,1,10.41,84.38,0.8,5.35,48.44
2013,12,31,2,9.98,87.69,1.27,4.91,48.42
2013,12,31,3,9.69,90.19,1.11,3.95,48.05
2013,12,31,4,9.54,91.88,1.07,3.11,46.53
2013,12,31,5,9.45,92.56,0.96,3.12,47.13
2013,12,31,6,9.39,92.88,1.4,2.99,50.19
2013,12,31,7,9.56,91.94,1.89,2.71,48.04
2013,12,31,8,10.12,89.38,0.04,2.72,44.53
2013,12,31,9,11.1,84.56,0.1,3.21,56.5
2013,12,31,10,12.19,79.88,0.18,3.85,63.38
2013,12,31,11,13.51,74.69,0.2,3.92,64.76
2013,12,31,12,14.05,73,0.15,3.52,64.51
2013,12,31,13,14.05,74.19,0.06,3.13,64.91
2013,12,31,14,13.97,75.75,0.01,3.16,57.33
2013,12,31,15,13.58,78.12,0,3.42,52.06
2013,12,31,16,12.73,83.81,0,3.66,54.31
2013,12,31,17,11.73,89.12,0,4.02,59.09
2013,12,31,18,11.39,90.75,0,3.83,60.3
2013,12,31,19,11.04,92.44,0,3.39,59.24
2013,12,31,20,10.74,94.19,0,3.01,57.3
2013,12,31,21,10.36,96.38,0,2.67,50.82
2013,12,31,22,10.02,98.12,0,2.55,30.72
2013,12,31,23,9.17,100,0.01,3.15,14.38
2014,1,1,0,8.49,100,0.01,3.99,8.23
2014,1,1,1,8.21,100,0.01,4.7,3.24
2014,1,1,2,8.03,100,0.01,5.06,0.44
2014,1,1,3,7.83,100,0,5.09,0.09
2014,1,1,4,7.55,100,0,4.91,359
2014,1,1,5,7.25,100,0,4.55,355.37
2014,1,1,6,7.09,100,0,4.17,349.87
2014,1,1,7,8.83,94.88,0,3.47,342.87
2014,1,1,8,10.71,87.25,0,2.57,335.38
2014,1,1,9,14.06,74.56,0,2.68,343.41
2014,1,1,10,16.85,60.88,0,2.78,335.81
2014,1,1,11,18.83,49.56,0,2.98,323.52
2014,1,1,12,19.73,44.94,0,3.45,319.31
2014,1,1,13,20.09,42.94,0,3.91,318.8
2014,1,1,14,19.83,43.12,0,4.26,318.86
2014,1,1,15,18.77,47.69,0,4.44,320.14
2014,1,1,16,15.37,62.81,0,4.64,326.39
2014,1,1,17,12.88,67.25,0,4.88,332.94
2014,1,1,18,12.01,69.25,0,5.03,337.62
2014,1,1,19,11.2,70.88,0,5.16,339.62
2014,1,1,20,10.44,71.94,0,5.38,339.14
2014,1,1,21,9.74,72.12,0,5.73,336.69
2014,1,1,22,9.14,71.06,0,6.37,333.78
2014,1,1,23,8.65,69.38,0,6.94,331.65
2014,1,2,0,8.17,68.62,0,7.22,330.3
2014,1,2,1,7.74,68.94,0,7.41,329.87
2014,1,2,2,7.28,69.81,0,7.36,329.92
2014,1,2,3,6.75,70.88,0,7.1,329.43
2014,1,2,4,6.21,71.69,0,6.78,326.84
2014,1,2,5,5.65,71.81,0,6.47,322.8
2014,1,2,6,5.18,70.88,0,6.17,318.44
2014,1,2,7,6.92,59.81,0,5.26,312.89
2014,1,2,8,9.03,50.88,0,3.32,302.79
2014,1,2,9,12.26,44.81,0,2.35,290.67
2014,1,2,10,16.63,33.81,0,4.82,299.18
2014,1,2,11,18.59,29.88,0,5.55,291.8
2014,1,2,12,19.48,28.31,0,5.6,287.55
2014,1,2,13,19.85,27.25,0,5.49,288.33
2014,1,2,14,19.7,27.06,0,5.31,292.76
2014,1,2,15,18.6,34.69,0,4.54,301.91
2014,1,2,16,14.9,49.25,0,3.71,320.04
2014,1,2,17,13.12,44.19,0,3.35,335.94
2014,1,2,18,12.44,43.62,0,3.13,345.41
2014,1,2,19,11.85,42.94,0,2.92,345.59
2014,1,2,20,11.15,42.75,0,2.83,335.7
2014,1,2,21,10.03,44.44,0,3.2,320.75
2014,1,2,22,8.54,47.81,0,3.94,310.74
2014,1,2,23,7.15,50.88,0,4.65,307.14
2014,1,3,0,6.2,52.19,0,4.97,307.79
2014,1,3,1,5.44,52.81,0,5.1,311.58
2014,1,3,2,4.73,53.88,0,5.18,316.77
2014,1,3,3,4.05,55.5,0,5.3,319.78
2014,1,3,4,3.46,57.31,0,5.37,321.31
2014,1,3,5,2.98,58.88,0,5.3,320.56
2014,1,3,6,2.65,60.12,0,5.17,315.98
2014,1,3,7,5.48,51.56,0,4.84,308.31
2014,1,3,8,8.23,40.12,0,2.99,296.16
2014,1,3,9,11.43,37,0,1.87,271.92
2014,1,3,10,16.4,28.12,0,2.56,275.61
2014,1,3,11,19.3,25.06,0,3.2,279.12
2014,1,3,12,20.18,26.12,0,3.28,275.6
2014,1,3,13,20.59,28.12,0,3.09,273.48
2014,1,3,14,20.5,30.62,0,2.73,278.06
2014,1,3,15,19.62,38,0,2.36,284.4
2014,1,3,16,17.9,42.25,0,1.16,293.1
2014,1,3,17,17.01,39.88,0,0.17,8.13
2014,1,3,18,16.26,40.31,0,0.66,114.44
2014,1,3,19,15.25,42.5,0,1.17,131.47
2014,1,3,20,14.05,45.75,0,1.53,142.07
2014,1,3,21,13.53,46.69,0,1.54,150.18
2014,1,3,22,13.12,47.38,0,1.39,158.62
2014,1,3,23,12.7,48.44,0,1.27,164.34
2014,1,4,0,12.04,50.56,0,1.27,170.83
2014,1,4,1,11.42,52.69,0,1.31,178.29
2014,1,4,2,10.73,55.44,0,1.48,175.16
2014,1,4,3,10.39,57,0,1.7,165.9
2014,1,4,4,10.05,59.25,0,1.9,155.01
2014,1,4,5,9.53,62.31,0,2.2,149.07
2014,1,4,6,9.02,65.31,0,2.64,145.98
2014,1,4,7,10.3,66.12,0,2.99,147.8
2014,1,4,8,12.37,56.62,0.65,2.46,145.86
2014,1,4,9,14.13,56.06,0.59,2.11,132
