iter	Logloss
1512	0.3516496118
1513	0.3516373365
1514	0.3516180129
1515	0.3515930331
1516	0.3515751764
1517	0.3515597456
1518	0.3515535588
1519	0.351536264
1520	0.3515237962
1521	0.3515088642
1522	0.3514926025
1523	0.3514777014
1524	0.3514651666
1525	0.3514321078
1526	0.3514228609
1527	0.3514135999
1528	0.3514025007
1529	0.3513700389
1530	0.3513534758
1531	0.3513310242
1532	0.3513093034
1533	0.3513005222
1534	0.3512899153
1535	0.3512747866
1536	0.3512621709
1537	0.3512517622
1538	0.3512180661
1539	0.3512051264
1540	0.3511912983
1541	0.3511766977
1542	0.3511526554
1543	0.3511351587
1544	0.3511242485
1545	0.3511097149
1546	0.3510892609
1547	0.35107884
1548	0.3510647759
1549	0.3510484166
1550	0.3510408963
1551	0.3510309894
1552	0.3510056471
1553	0.3509779057
1554	0.3509657988
1555	0.3509514019
1556	0.3509389424
1557	0.350909875
1558	0.3508866597
1559	0.3508642444
1560	0.3508472855
1561	0.3508304263
1562	0.3508228794
1563	0.3508122516
1564	0.3507845102
1565	0.3507695105
1566	0.3507562104
1567	0.3507363545
1568	0.3507183624
1569	0.3506958789
1570	0.3506816485
1571	0.3506547075
1572	0.3506464586
1573	0.3506201173
1574	0.3505854259
1575	0.3505751492
1576	0.3505416221
1577	0.350527591
1578	0.3505154184
1579	0.3505037781
1580	0.3504873211
1581	0.3504692293
1582	0.3504526096
1583	0.3504430818
1584	0.3504253558
1585	0.350404171
1586	0.3503960218
1587	0.3503747685
1588	0.3503559411
1589	0.3503471258
1590	0.3503367136
1591	0.3503149934
1592	0.3503023271
1593	0.3502891286
1594	0.3502764893
1595	0.3502657789
1596	0.3502464875
1597	0.3502386375
1598	0.3502177504
1599	0.3502048845
1600	0.3501892293
1601	0.3501730684
1602	0.3501601669
1603	0.35014921
1604	0.3501387697
1605	0.350126663
1606	0.350120018
1607	0.3501052551
1608	0.3500886905
1609	0.3500785802
1610	0.3500621488
1611	0.3500483809
1612	0.3500300894
1613	0.3500144605
1614	0.3500038207
1615	0.3499894849
1616	0.3499786779
1617	0.3499675018
1618	0.3499420555
1619	0.3499285845
1620	0.3499138351
1621	0.3498948763
1622	0.3498799079
1623	0.3498631452
1624	0.3498534316
1625	0.3498442836
1626	0.3498354262
1627	0.3498197262
1628	0.3498116097
1629	0.3497911193
1630	0.3497787817
1631	0.3497464189
1632	0.3497374637
1633	0.3497104547
1634	0.3496922277
1635	0.3496730038
1636	0.3496579413
1637	0.3496473703
1638	0.3496346999
1639	0.3496191665
1640	0.3496017381
1641	0.3495903296
1642	0.3495772909
1643	0.3495578344
1644	0.3495485151
1645	0.3495326814
1646	0.3495004828
1647	0.349493763
1648	0.3494796351
1649	0.3494668668
1650	0.3494553014
1651	0.3494508138
1652	0.3494337214
1653	0.3494006935
1654	0.3493931095
1655	0.3493858245
1656	0.3493765443
1657	0.3493647991
1658	0.3493444762
1659	0.349330445
1660	0.3493191788
1661	0.3493089327
1662	0.3492887109
1663	0.3492756776
1664	0.3492446435
1665	0.349224455
1666	0.3492047639
1667	0.3491893317
1668	0.3491795181
1669	0.3491610591
1670	0.3491419013
1671	0.3491346044
1672	0.3491215326
1673	0.3491089287
1674	0.3490947247
1675	0.3490807876
1676	0.3490539132
1677	0.3490416064
1678	0.3490361837
1679	0.3490209871
1680	0.3490112416
1681	0.3490040235
1682	0.3489943783
1683	0.3489747218
1684	0.3489657006
1685	0.3489549591
1686	0.3489405275
1687	0.3489208707
1688	0.3489142626
1689	0.3488970336
1690	0.3488833641
1691	0.3488727844
1692	0.3488619465
1693	0.3488511368
1694	0.3488390653
1695	0.3488290517
1696	0.34881788
1697	0.3488093971
1698	0.3488009812
1699	0.348792001
1700	0.3487600708
1701	0.3487533519
1702	0.3487404845
1703	0.348726225
1704	0.3487062334
1705	0.3486948245
1706	0.3486818881
1707	0.3486702492
1708	0.3486538848
1709	0.3486373875
1710	0.3486275731
1711	0.3486169617
1712	0.3486088985
1713	0.3485935303
1714	0.3485791981
1715	0.3485643962
1716	0.3485572449
1717	0.3485486314
1718	0.3485368258
1719	0.3485276479
1720	0.3484994746
1721	0.3484924565
1722	0.3484847497
1723	0.3484563116
1724	0.3484401469
1725	0.3484154012
1726	0.3484015677
1727	0.3483908564
1728	0.3483825407
1729	0.3483589262
1730	0.348330187
1731	0.3483235678
1732	0.3483089654
1733	0.3482969257
1734	0.3482818921
1735	0.348270184
1736	0.3482593766
1737	0.3482527705
1738	0.348225861
1739	0.3482085648
1740	0.3481985225
1741	0.3481921026
1742	0.3481802638
1743	0.3481677625
1744	0.3481543008
1745	0.3481442253
1746	0.3481262322
1747	0.3481119661
1748	0.3480960669
1749	0.3480850602
1750	0.348069494
1751	0.3480639721
1752	0.3480556902
1753	0.3480405232
1754	0.3480255589
1755	0.3480150555
1756	0.3480028175
1757	0.3479920429
1758	0.3479777398
1759	0.3479685926
1760	0.3479585822
1761	0.3479425821
1762	0.3479319736
1763	0.347919935
1764	0.347889999
1765	0.3478802174
1766	0.3478662471
1767	0.347854008
1768	0.3478467228
1769	0.3478322544
1770	0.3478179192
1771	0.3478063772
1772	0.3477964702
1773	0.3477884877
1774	0.3477748499
1775	0.3477652058
1776	0.3477536308
1777	0.3477428616
1778	0.34772949
1779	0.347715354
1780	0.3476921053
1781	0.3476757413
1782	0.3476504945
1783	0.3476423811
1784	0.347624588
1785	0.3476133454
1786	0.3476027038
1787	0.3475752287
1788	0.347564787
1789	0.3475571382
1790	0.3475433899
1791	0.347530188
1792	0.3475206777
1793	0.3475126608
1794	0.3474955001
1795	0.3474838606
1796	0.3474763438
1797	0.3474558205
1798	0.3474466058
1799	0.3474339994
1800	0.3474246887
1801	0.3474090539
1802	0.347397046
1803	0.3473894959
1804	0.3473822789
1805	0.3473743626
1806	0.3473679761
1807	0.3473552124
1808	0.3473325957
1809	0.3473084467
1810	0.3472960431
1811	0.3472898247
1812	0.3472762574
1813	0.3472678112
1814	0.3472531119
1815	0.347245881
1816	0.347227986
1817	0.3472194019
1818	0.3472100911
1819	0.3471957919
1820	0.3471891383
1821	0.3471808232
1822	0.3471641921
1823	0.3471577051
1824	0.3471484445
1825	0.3471422906
1826	0.3471294832
1827	0.3471129857
1828	0.3470981855
1829	0.3470911012
1830	0.3470830564
1831	0.347069087
1832	0.347048866
1833	0.3470424123
1834	0.3470341016
1835	0.347010986
1836	0.3470044546
1837	0.3469906207
1838	0.3469728669
1839	0.3469535466
1840	0.3469452652
1841	0.3469378836
1842	0.3469156341
1843	0.3469041932
1844	0.3468930525
1845	0.3468846014
1846	0.3468649456
1847	0.3468569057
1848	0.3468384471
1849	0.3468296308
1850	0.3468159266
1851	0.3467969698
1852	0.3467800043
1853	0.3467748484
1854	0.3467601783
1855	0.3467491029
1856	0.3467394258
1857	0.3467322748
1858	0.3467213323
1859	0.3466978484
1860	0.3466897334
1861	0.3466794223
1862	0.3466668242
1863	0.3466525559
1864	0.3466425411
1865	0.3466373186
1866	0.3466242823
1867	0.3466187636
1868	0.3466098538
1869	0.3465886338
1870	0.3465706413
1871	0.3465566392
1872	0.3465492885
1873	0.3465423722
1874	0.3465317284
1875	0.3465212828
1876	0.3465045273
1877	0.3464911923
1878	0.346481777
1879	0.3464679413
1880	0.3464586945
1881	0.3464418291
1882	0.3464158527
1883	0.3464074415
1884	0.34639481
1885	0.3463828103
1886	0.3463786188
1887	0.3463689747
1888	0.3463524125
1889	0.3463445636
1890	0.346331594
1891	0.3463180555
1892	0.3463090434
1893	0.3463004608
1894	0.3462884561
1895	0.3462821686
1896	0.3462777443
1897	0.3462689455
1898	0.3462631311
1899	0.3462556534
1900	0.3462489676
1901	0.3462328048
1902	0.3462276488
1903	0.3462167066
1904	0.3462022448
1905	0.346180326
1906	0.3461587051
1907	0.3461517537
1908	0.3461388489
1909	0.3461321632
1910	0.3461192257
1911	0.3461110422
1912	0.3461065183
1913	0.3460873938
1914	0.34607083
1915	0.3460541971
1916	0.3460453171
1917	0.3460389634
1918	0.3460237284
1919	0.3460151821
1920	0.3460017445
1921	0.3459783628
1922	0.3459674547
1923	0.345954682
1924	0.3459396475
1925	0.345915033
1926	0.34590153
1927	0.3458905544
1928	0.3458861485
1929	0.3458814912
1930	0.3458622005
1931	0.3458393161
1932	0.3458240496
1933	0.3458151727
1934	0.3458088519
1935	0.3457984097
1936	0.3457884693
1937	0.3457769291
1938	0.3457540463
1939	0.3457435373
1940	0.3457207541
1941	0.3457122812
1942	0.3457045003
1943	0.3456848115
1944	0.3456761656
1945	0.345663901
1946	0.3456535251
1947	0.3456414868
1948	0.3456228263
1949	0.3456159808
1950	0.345599485
1951	0.3455928338
1952	0.3455882762
1953	0.3455819558
1954	0.3455637292
1955	0.345555548
1956	0.3455423108
1957	0.3455320983
1958	0.3455102463
1959	0.3454943492
1960	0.3454818424
1961	0.3454605557
1962	0.3454537703
1963	0.3454491461
1964	0.3454414956
1965	0.3454333533
1966	0.3454247756
1967	0.3454093774
1968	0.3454031964
1969	0.345394417
1970	0.3453834404
1971	0.3453769213
1972	0.3453631506
1973	0.3453576634
1974	0.3453462568
1975	0.3453333855
1976	0.3453259695
1977	0.3453217781
1978	0.3453117345
1979	0.3452920119
1980	0.3452766789
1981	0.3452690285
1982	0.3452563223
1983	0.3452492745
1984	0.3452446844
1985	0.3452333847
1986	0.3452174867
1987	0.345212917
1988	0.3451998808
1989	0.3451826506
1990	0.3451735385
1991	0.3451691479
1992	0.3451530518
1993	0.3451404106
1994	0.3451312631
1995	0.345127561
1996	0.3451173836
1997	0.3451049447
1998	0.345096165
1999	0.34508429
