iter	Logloss
123	0.4010193267
124	0.4005682304
125	0.4000714034
126	0.3996319935
127	0.3991620849
128	0.3987463601
129	0.3983398868
130	0.3978871825
131	0.3974940359
132	0.3971013165
133	0.3967150557
134	0.3962659172
135	0.3958675539
136	0.3954748937
137	0.3951203876
138	0.3947716802
139	0.3944537876
140	0.3940863691
141	0.3937087305
142	0.3933743064
143	0.3930512606
144	0.392752695
145	0.3924445844
146	0.3921191466
147	0.3917812293
148	0.3914985769
149	0.3911918038
150	0.3908838672
151	0.390621896
152	0.3903275725
153	0.3900308752
154	0.3897420142
155	0.3894674843
156	0.389188817
157	0.3889376862
158	0.3887254323
159	0.3884829398
160	0.3882240337
161	0.3879422479
162	0.387689089
163	0.3874526444
164	0.3872475841
165	0.3870147765
166	0.3867854781
167	0.3865859839
168	0.3863705785
169	0.3861539438
170	0.3859611872
171	0.3857572978
172	0.3855604252
173	0.3853918354
174	0.3851963265
175	0.3849967289
176	0.3847902073
177	0.3846339335
178	0.3844924924
179	0.3843242435
180	0.3841765473
181	0.384002799
182	0.3838500785
183	0.3836899429
184	0.3835035301
185	0.3833188466
186	0.3831239918
187	0.3829641777
188	0.3827884835
189	0.3826426565
190	0.3825099015
191	0.3823675195
192	0.3822163206
193	0.3820691123
194	0.3819211035
195	0.3817696487
196	0.381638289
197	0.3815325994
198	0.3814231285
199	0.3813166461
200	0.3812168942
201	0.3810967839
202	0.3809496016
203	0.3808258324
204	0.3807006418
205	0.380588727
206	0.380478805
207	0.3803533425
208	0.3802491946
209	0.3801542788
210	0.3800397299
211	0.3799190852
212	0.379808087
213	0.3797239919
214	0.379654601
215	0.3795127073
216	0.379433503
217	0.3793467397
218	0.3792693374
219	0.3791719233
220	0.3790799418
221	0.3789646794
222	0.3788469495
223	0.3787615451
224	0.3786704521
225	0.3785942368
226	0.3785163321
227	0.3784478669
228	0.3783784393
229	0.3783026954
230	0.3782216409
231	0.3781478621
232	0.378065188
233	0.3779891084
234	0.3779144914
235	0.3778336321
236	0.3777451324
237	0.3776633856
238	0.3775896998
239	0.3775326659
240	0.3774476157
241	0.3773889255
242	0.3773228116
243	0.3772684294
244	0.3772098569
245	0.3771039743
246	0.3770407256
247	0.376984373
248	0.3769284523
249	0.3768667869
250	0.3768103388
251	0.3767628063
252	0.3767078029
253	0.3766380074
254	0.3765885508
255	0.3765455469
256	0.3764952836
257	0.3764492032
258	0.3763824287
259	0.3763292517
260	0.3762883444
261	0.3762348511
262	0.3761648465
263	0.3761212615
264	0.3760484993
265	0.3760102896
266	0.3759621459
267	0.3759124325
268	0.375865625
269	0.3758355277
270	0.3757819052
271	0.3757305139
272	0.3756924095
273	0.3756596517
274	0.3756113831
275	0.3755637246
276	0.3755036414
277	0.3754700038
278	0.3754289328
279	0.3753996623
280	0.3753682457
281	0.3753217851
282	0.3752811331
283	0.3752549943
284	0.3752217796
285	0.3751878225
286	0.3751646591
287	0.375139954
288	0.3750891107
289	0.3750371771
290	0.3750087188
291	0.3749793543
292	0.3749430479
293	0.3749073678
294	0.3748764711
295	0.3748402874
296	0.3748053305
297	0.3747654732
298	0.3747298539
299	0.3746972754
300	0.3746720615
301	0.3746369255
302	0.3746090749
303	0.3745848337
304	0.3745429166
305	0.3745001393
306	0.374465725
307	0.3744152054
308	0.3743932478
309	0.3743600161
310	0.3743308466
311	0.3743109399
312	0.3742856589
313	0.3742647676
314	0.3742436701
315	0.3742059476
316	0.3741654225
317	0.3741311001
318	0.3740986526
319	0.3740663472
320	0.3740459972
321	0.3740089075
322	0.3739880516
323	0.3739642012
324	0.3739310309
325	0.3739096902
326	0.3738843773
327	0.3738637806
328	0.3738340029
329	0.3738056739
330	0.3737855323
331	0.3737676512
332	0.3737236523
333	0.3736978372
334	0.3736729716
335	0.373659774
336	0.3736444195
337	0.3736229452
338	0.373578736
339	0.3735624683
340	0.373543351
341	0.3735307322
342	0.3735128128
343	0.3734968805
344	0.3734867691
345	0.3734659254
346	0.3734501757
347	0.3734360156
348	0.3734008931
349	0.3733650852
350	0.3733336872
351	0.3733163456
352	0.3733048244
353	0.3732854562
354	0.3732586681
355	0.3732179777
356	0.3732016908
357	0.3731439702
358	0.3731253137
359	0.373082995
360	0.3730595075
361	0.3730155862
362	0.3729929152
363	0.3729812721
364	0.3729714235
365	0.3729490466
366	0.3729248068
367	0.3728835452
368	0.3728691696
369	0.3728578004
370	0.372826498
371	0.3728033363
372	0.3727903058
373	0.3727714947
374	0.3727589754
375	0.3727278223
376	0.3727158747
377	0.3726946647
378	0.3726851331
379	0.3726708513
380	0.3726306225
381	0.37260919
382	0.3725834541
383	0.372556517
384	0.3725459407
385	0.3725021177
386	0.3724929059
387	0.3724795511
388	0.3724601336
389	0.3724513684
390	0.3724186737
391	0.3723994279
392	0.3723932729
393	0.3723827222
394	0.3723740757
395	0.3723562355
396	0.3723372455
397	0.3723178219
398	0.3722882373
399	0.3722733221
400	0.3722554072
401	0.3722452234
402	0.3722157072
403	0.372204687
404	0.372199835
405	0.3721813966
406	0.3721566572
407	0.372149994
408	0.372139019
409	0.3721283657
410	0.3721110788
411	0.3721019579
412	0.3720787414
413	0.3720485781
414	0.3720431258
415	0.3720117133
416	0.3720058983
417	0.3719541689
418	0.371940298
419	0.3719019859
420	0.3718782529
421	0.3718655582
422	0.3718371056
423	0.3718287016
424	0.371818758
425	0.3718092669
426	0.3718036164
427	0.3717911661
428	0.3717758489
429	0.3717486479
430	0.3717437037
431	0.3717348592
432	0.3717272612
433	0.3717198739
434	0.3716929134
435	0.3716766029
436	0.371654571
437	0.3716424061
438	0.3716361985
439	0.3716115421
440	0.3715802417
441	0.3715758935
442	0.3715525696
443	0.371543573
444	0.3715078898
445	0.3714947092
446	0.3714669044
447	0.3714342997
448	0.3714294788
449	0.3714176094
450	0.3714097507
451	0.37140786
452	0.3713855756
453	0.3713691286
454	0.3713476869
455	0.3713287579
456	0.3713254408
457	0.3713058146
458	0.3712823639
459	0.3712789061
460	0.3712671142
461	0.3712611028
462	0.3712527887
463	0.3712395992
464	0.3712218923
465	0.3711786117
466	0.371167182
467	0.3711616428
468	0.3711520259
469	0.3711320101
470	0.37112821
471	0.371109765
472	0.3710923543
473	0.3710681034
474	0.3710425356
475	0.371027301
476	0.3710074336
477	0.3709975088
478	0.3709873324
479	0.3709815014
480	0.3709738343
481	0.3709287061
482	0.3709029573
483	0.3708981259
484	0.3708848354
485	0.3708733487
486	0.3708565145
487	0.3708357364
488	0.3708111765
489	0.3707930641
490	0.3707727205
491	0.3707348942
492	0.3707182606
493	0.3707050743
494	0.3706835172
495	0.3706722144
496	0.3706633027
497	0.3706250144
498	0.3706003479
499	0.3705751653
500	0.3705615876
501	0.3705584475
502	0.3705362868
503	0.3705085658
504	0.3705002444
505	0.3704475932
506	0.3704241709
507	0.3704098953
508	0.3704040785
509	0.3703670818
510	0.3703609089
511	0.3703474214
512	0.3703415839
513	0.3703215352
514	0.3703051622
515	0.3702897499
516	0.3702611441
517	0.3702459399
518	0.3702171978
519	0.3701895974
520	0.3701816669
521	0.3701810983
522	0.3701594995
523	0.370153324
524	0.3701279399
525	0.3700768672
526	0.3700647213
527	0.3700537567
528	0.3700376175
529	0.3700099318
530	0.3700025176
531	0.3699849938
532	0.3699640783
533	0.3699569586
534	0.3699487397
535	0.3699164009
536	0.3699083212
537	0.3698994145
538	0.3698808814
539	0.3698607976
540	0.3698078056
541	0.3698000146
542	0.3697934199
543	0.3697743133
544	0.3697369852
545	0.3697116333
546	0.3697000725
547	0.3696961854
548	0.3696842109
549	0.3696425093
550	0.3696288252
551	0.3696126285
552	0.3695830968
553	0.3695607328
554	0.3695583607
555	0.3695531264
556	0.3695354861
557	0.3695153275
558	0.3694794639
559	0.3694631525
560	0.3694492332
561	0.3694423392
562	0.3694385163
563	0.3694361099
564	0.3694147916
565	0.3694062097
566	0.3693969601
567	0.3693858488
568	0.3693725402
569	0.3693491863
570	0.3693407517
571	0.3693371663
572	0.3693300421
573	0.3693055705
574	0.3692812428
575	0.3692746496
576	0.3692414063
577	0.3692219405
578	0.3692073215
579	0.3692015435
580	0.3691950271
581	0.3691736026
582	0.3691664291
583	0.3691551268
584	0.3691469641
585	0.3691328685
586	0.3691207907
587	0.3691119349
588	0.3690745536
589	0.3690678012
590	0.3690634431
591	0.3690596373
592	0.369052721
593	0.3690315515
594	0.3690033881
595	0.3689955453
596	0.3689813489
597	0.3689610682
598	0.3689417221
599	0.3689138169
600	0.3689074122
601	0.3689072476
602	0.3688897097
603	0.3688714859
604	0.3688357801
605	0.368818913
606	0.3688027581
607	0.3687952887
608	0.368788201
609	0.3687864571
610	0.3687808471
611	0.3687727088
612	0.368747161
613	0.3687296583
614	0.3687062366
615	0.3686859429
616	0.3686489266
617	0.3686348297
618	0.3686003747
619	0.3685684365
620	0.3685603749
621	0.3685397781
622	0.3685261302
623	0.3685048233
624	0.3684618469
625	0.3684598381
626	0.3684537535
627	0.3684261819
628	0.368406163
629	0.3683916146
630	0.3683802665
631	0.3683755545
632	0.3683647163
633	0.3683284826
634	0.3683117325
635	0.3682876016
636	0.3682792557
637	0.368271799
638	0.3682635081
639	0.3682591221
640	0.3682427968
641	0.3682199972
642	0.3682049035
643	0.3682014757
644	0.3681900067
645	0.3681651445
646	0.3681557044
647	0.3681352231
648	0.3681312011
649	0.3681307682
650	0.3681177313
651	0.3681109834
652	0.3681022072
653	0.3680850131
654	0.3680638984
655	0.3680510523
656	0.3680308949
657	0.3680273691
658	0.3680109352
659	0.3679969281
660	0.3679883704
661	0.3679801545
662	0.3679765881
663	0.3679655237
664	0.3679593642
665	0.3679376001
666	0.3679286899
667	0.3679133359
668	0.3679043492
669	0.3678830663
670	0.3678666566
671	0.3678223868
672	0.3678165173
673	0.3677984141
674	0.367788596
675	0.3677829742
676	0.3677511417
677	0.3677294748
678	0.3677260856
679	0.3677144696
680	0.3677003013
681	0.367696633
682	0.3676920654
683	0.3676757075
684	0.3676673258
685	0.3676622664
686	0.3676516828
687	0.3676395691
688	0.3676188599
689	0.3676025134
690	0.367584495
691	0.36757066
692	0.367565382
693	0.3675427358
694	0.3675350417
695	0.3675168032
696	0.3675139939
697	0.3675092005
698	0.3674667783
699	0.3674589945
700	0.3674563193
701	0.3674537585
702	0.3674310426
703	0.367381548
704	0.3673793556
705	0.367370597
706	0.3673556906
707	0.3673434128
708	0.3673416937
709	0.3673225811
710	0.3673149203
711	0.3672864558
712	0.3672810167
713	0.3672698971
714	0.3672589138
715	0.367251586
716	0.3672483535
717	0.3672380725
718	0.3672333871
719	0.3672223322
720	0.3672143824
721	0.3671910093
722	0.3671724252
723	0.3671694667
724	0.3671600738
725	0.3671244189
726	0.3671059467
727	0.3670898601
728	0.3670672519
729	0.3670566789
730	0.3670449927
731	0.3670398378
732	0.3670078501
733	0.3670036296
734	0.3669670715
735	0.3669519972
736	0.3669409211
737	0.3669269455
738	0.3668906905
739	0.3668766624
740	0.3668580957
741	0.3668310182
742	0.3668114593
743	0.3668013433
744	0.3667907381
745	0.3667580737
746	0.3667403185
747	0.3667182644
748	0.3667083062
749	0.3666856293
750	0.3666699639
751	0.366659322
752	0.3666489878
753	0.3666411989
754	0.3666286908
755	0.3666095945
756	0.3665884366
757	0.3665820512
758	0.3665739996
759	0.3665570432
760	0.3665484688
761	0.366531905
762	0.3665094913
763	0.3665003447
764	0.3664920354
765	0.3664751102
766	0.3664533245
767	0.3664432643
768	0.3664198783
769	0.3664049768
770	0.3663897547
771	0.3663776322
772	0.3663729234
773	0.3663473807
774	0.366343989
775	0.3663280942
776	0.3663022563
777	0.3662876233
778	0.3662785806
779	0.3662627986
780	0.3662430043
781	0.3662324692
782	0.3662209587
783	0.3662080578
784	0.3661929188
785	0.3661780487
786	0.3661683225
787	0.3661580722
788	0.3661389693
789	0.3661313779
790	0.3661162157
791	0.3661002538
792	0.3660914778
793	0.3660593526
794	0.3660431262
795	0.3660282342
796	0.3660097483
797	0.3659932159
798	0.3659793123
799	0.3659728076
800	0.3659566178
801	0.3659117558
802	0.3658882387
803	0.3658710586
804	0.3658514283
805	0.3658432204
806	0.3658117218
807	0.3657958914
808	0.365780202
809	0.3657773923
810	0.3657690965
811	0.3657410092
812	0.3657362117
813	0.3657252875
814	0.3656917118
815	0.3656867164
816	0.3656693514
817	0.3656576768
818	0.3656467352
819	0.3656226479
820	0.3656118353
821	0.3656070827
822	0.3655839845
823	0.3655747006
824	0.3655579711
825	0.3655413059
826	0.3655312899
827	0.3655128956
828	0.3655070998
829	0.3654910002
830	0.3654634592
831	0.3654423093
832	0.3654353237
833	0.3654220091
834	0.3654124281
835	0.3653989154
836	0.365389336
837	0.3653722749
838	0.3653597917
839	0.3653509778
840	0.365339641
841	0.3653245722
842	0.3653139313
843	0.3652948731
844	0.365286959
845	0.3652771991
846	0.3652610397
847	0.3652470366
848	0.3652165332
849	0.365196844
850	0.3651875279
851	0.3651774204
852	0.3651586468
853	0.365131304
854	0.3651129735
855	0.3651032236
856	0.3650937066
857	0.3650837415
858	0.3650506444
859	0.3650434656
860	0.3650235937
861	0.3650165412
862	0.3649938262
863	0.3649739351
864	0.3649570666
865	0.3649264043
866	0.3649190574
867	0.364891283
868	0.3648615478
869	0.3648384661
870	0.3647985799
871	0.364776032
872	0.3647719686
873	0.3647602762
874	0.3647522348
875	0.3647424515
876	0.3647326953
877	0.3647188362
878	0.3647140381
879	0.3647060552
880	0.3646846096
881	0.3646654257
882	0.3646478271
883	0.3646244374
884	0.3645879947
885	0.3645760797
886	0.3645482123
887	0.3645132225
888	0.3644830208
889	0.3644612082
890	0.3644480478
891	0.3644300964
892	0.3644163333
893	0.3644098196
894	0.3643853681
895	0.3643690778
896	0.3643604344
897	0.3643376132
898	0.3643218191
899	0.3642872606
900	0.3642736882
901	0.3642495784
902	0.364237453
903	0.3641949224
904	0.3641778916
905	0.3641608646
906	0.3641476899
907	0.364130733
908	0.3640995992
909	0.3640914827
910	0.3640755104
911	0.3640491523
912	0.36403322
913	0.3640106149
914	0.3640006022
915	0.3639941457
916	0.3639745494
917	0.3639494463
918	0.3639336509
919	0.3639269535
920	0.3639152095
921	0.3638912309
922	0.3638578722
923	0.3638191843
924	0.3638062222
925	0.3637901552
926	0.3637730672
927	0.363736234
928	0.3636926621
929	0.3636770349
930	0.3636552179
931	0.3636396182
932	0.3636213675
933	0.3636010143
934	0.3635880421
935	0.3635684517
936	0.3635482578
937	0.3635302601
938	0.3635063432
939	0.3634980796
940	0.3634737751
941	0.363446293
942	0.3634234999
943	0.36340463
944	0.3633695066
945	0.3633474902
946	0.3633355732
947	0.36332608
948	0.3633090382
949	0.3632945349
950	0.363259681
951	0.3632404935
952	0.3632229671
953	0.3632123341
954	0.3631808754
955	0.3631578913
956	0.3631333123
957	0.3631060391
958	0.363087578
959	0.3630671592
960	0.3630564171
961	0.363039151
962	0.3630292075
963	0.3630121809
964	0.3629877091
965	0.3629621617
966	0.3629510587
967	0.3629353612
968	0.3628962406
969	0.3628748877
970	0.3628591231
971	0.3628518352
972	0.362831516
973	0.3628129343
974	0.3628004789
975	0.3627825003
976	0.3627517401
977	0.362748096
978	0.3627189946
979	0.3626936848
980	0.3626693485
981	0.3626382804
982	0.3626033545
983	0.3625870903
984	0.3625696291
985	0.3625527366
986	0.3625447514
987	0.3625169925
988	0.3624982627
989	0.3624794773
990	0.362465313
991	0.3624430011
992	0.3624205187
993	0.3623971379
994	0.3623743473
995	0.3623581665
996	0.3623388874
997	0.3623183632
998	0.3623042876
999	0.3622853228
1000	0.362265865
1001	0.3622527544
1002	0.3622362548
1003	0.3622212829
1004	0.362198117
1005	0.3621567437
1006	0.3621418181
1007	0.3621244313
1008	0.362089134
1009	0.3620545052
1010	0.3620448906
1011	0.3620281346
1012	0.3620140297
1013	0.3619791359
1014	0.3619538604
1015	0.3619384397
1016	0.3619230747
1017	0.3619122597
1018	0.3618751774
1019	0.3618616701
1020	0.3618356627
1021	0.3618177364
1022	0.3617894595
1023	0.3617689769
1024	0.3617556764
1025	0.3617442319
1026	0.3617244114
1027	0.3617006974
1028	0.3616815759
1029	0.3616640907
1030	0.3616456859
1031	0.3616161869
1032	0.3616006838
1033	0.3615857938
1034	0.361574949
1035	0.3615388304
1036	0.3615176443
1037	0.3614962949
1038	0.3614846287
1039	0.3614742244
1040	0.3614524706
1041	0.3614309467
1042	0.3614021418
1043	0.3613838432
1044	0.3613686641
1045	0.3613443161
1046	0.361326894
1047	0.3612970285
1048	0.3612787553
1049	0.3612535055
1050	0.3612180474
1051	0.3611720131
1052	0.3611458023
1053	0.3611164681
1054	0.3610935199
1055	0.3610704375
1056	0.361047421
1057	0.3610362824
1058	0.3610060418
1059	0.3609900319
1060	0.3609510207
1061	0.3609307378
1062	0.3609085876
1063	0.3608959216
1064	0.3608571025
1065	0.360845333
1066	0.3608335587
1067	0.3608143382
1068	0.3607992528
1069	0.3607766346
1070	0.3607607553
1071	0.3607368159
1072	0.3607192903
1073	0.3606999968
1074	0.3606687287
1075	0.3606537631
1076	0.3606295452
1077	0.3606113711
1078	0.360585961
1079	0.3605708593
1080	0.3605465124
1081	0.3605312205
1082	0.3605149945
1083	0.3604880172
1084	0.3604725521
1085	0.3604560925
1086	0.3604328402
1087	0.3604056367
1088	0.3603857474
1089	0.3603628266
1090	0.360352974
1091	0.3603378391
1092	0.3603204413
1093	0.3603016158
1094	0.3602784957
1095	0.3602594014
1096	0.360246258
1097	0.360227054
1098	0.3602070997
1099	0.3601917651
1100	0.3601740366
1101	0.3601551481
1102	0.3601376204
1103	0.3601145002
1104	0.3600887054
1105	0.3600699793
1106	0.3600436348
1107	0.3600261113
1108	0.3600058572
1109	0.3599911555
1110	0.3599686411
1111	0.3599454242
1112	0.3599236379
1113	0.3599046699
1114	0.3598806863
1115	0.3598501963
1116	0.359819367
1117	0.3598009097
1118	0.3597902637
1119	0.3597661822
1120	0.3597525796
1121	0.3597278
1122	0.3597002628
1123	0.3596760172
1124	0.3596604493
1125	0.3596488049
1126	0.3596309111
1127	0.3596169403
1128	0.3596028365
1129	0.3595868057
1130	0.3595614485
1131	0.3595434203
1132	0.3595239302
1133	0.3594925979
1134	0.3594655014
1135	0.3594492042
1136	0.3594188017
1137	0.359387006
1138	0.3593672344
1139	0.3593501705
1140	0.3593234536
1141	0.3592968462
1142	0.359267633
1143	0.3592293852
1144	0.3592180437
1145	0.3591968223
1146	0.3591845805
1147	0.3591446313
1148	0.3591283332
1149	0.3591111043
1150	0.3590811694
1151	0.3590449141
1152	0.3590211655
1153	0.3590020415
1154	0.3589840482
1155	0.3589670182
1156	0.3589545451
1157	0.3589356195
1158	0.3588908468
1159	0.3588632139
1160	0.3588310111
1161	0.3588040712
1162	0.3587786908
1163	0.3587652518
1164	0.358747292
1165	0.3587323378
1166	0.3587145431
1167	0.358697714
1168	0.3586778237
1169	0.3586520258
1170	0.3586351947
1171	0.3586155706
1172	0.3585968506
1173	0.358582713
1174	0.3585585189
1175	0.3585466108
1176	0.3585073268
1177	0.3584892639
1178	0.3584742974
1179	0.3584606976
1180	0.3584286338
1181	0.358402401
1182	0.3583890535
1183	0.3583591794
1184	0.3583432867
1185	0.3583292146
1186	0.3583126514
1187	0.358293131
1188	0.358266586
1189	0.3582375183
1190	0.3582223832
1191	0.3581929905
1192	0.3581771554
1193	0.3581637191
1194	0.3581535938
1195	0.3581370636
1196	0.3581089569
1197	0.3580875831
1198	0.3580604123
1199	0.3580392589
1200	0.3580036041
1201	0.3579880059
1202	0.3579730061
1203	0.3579437722
1204	0.3579312658
1205	0.35789205
1206	0.3578814753
1207	0.3578537153
1208	0.3578250134
1209	0.3577794791
1210	0.3577549033
1211	0.3577104667
1212	0.3576921158
1213	0.3576735062
1214	0.3576551176
1215	0.3576414792
1216	0.3576060207
1217	0.3575879546
1218	0.3575690673
1219	0.3575409631
1220	0.3575219083
1221	0.3575062752
1222	0.3574896119
1223	0.3574725193
1224	0.3574429518
1225	0.3574289185
1226	0.3573986841
1227	0.3573876716
1228	0.3573694381
1229	0.3573496459
1230	0.3573216071
1231	0.357280996
1232	0.3572611385
1233	0.3572321378
1234	0.3572044629
1235	0.3571853362
1236	0.3571719645
1237	0.3571512102
1238	0.3571372441
1239	0.3571010885
1240	0.3570824959
1241	0.3570646341
1242	0.3570458423
1243	0.3570323061
1244	0.3570118847
1245	0.3569878498
1246	0.356962637
1247	0.3569397915
1248	0.35691325
1249	0.3568763626
1250	0.3568600599
1251	0.3568402438
1252	0.3568133674
1253	0.3567951109
1254	0.3567692025
1255	0.3567545342
1256	0.3567471872
1257	0.3567223752
1258	0.3567081056
1259	0.3566658618
1260	0.3566521579
1261	0.3566318762
1262	0.356614382
1263	0.3565904496
1264	0.3565618146
1265	0.3565347097
1266	0.356510844
1267	0.3564833731
1268	0.3564644218
1269	0.3564398773
1270	0.3564226206
1271	0.3563958749
1272	0.3563548949
1273	0.3563289853
1274	0.3563051048
1275	0.3562869517
1276	0.3562731161
1277	0.3562574544
1278	0.3562401285
1279	0.3562231707
1280	0.3562007476
1281	0.3561800015
1282	0.3561538282
1283	0.3561289188
1284	0.3561051846
1285	0.3560798405
1286	0.3560566237
1287	0.3560320112
1288	0.3560128225
1289	0.3559993196
1290	0.3559615026
1291	0.3559476658
1292	0.3559223196
1293	0.3559079493
1294	0.355886216
1295	0.3558617779
1296	0.3558443628
1297	0.3558241762
1298	0.3558061825
1299	0.3557920129
1300	0.3557832452
1301	0.3557485217
1302	0.3557297574
1303	0.3557132278
1304	0.3556977242
1305	0.3556731452
1306	0.3556559573
1307	0.3556317759
1308	0.3556089009
1309	0.3555922714
1310	0.3555688921
1311	0.355555388
1312	0.3555422829
1313	0.3555305234
1314	0.3554944368
1315	0.3554504978
1316	0.3554338002
1317	0.3554101269
1318	0.3553893419
1319	0.3553737396
1320	0.3553612
1321	0.3553499224
1322	0.3553391776
1323	0.3553165281
1324	0.3552980724
1325	0.3552814409
1326	0.355256864
1327	0.3552351502
1328	0.3552199177
1329	0.3551971039
1330	0.3551767244
1331	0.3551406016
1332	0.3551177567
1333	0.3550946775
1334	0.3550852635
1335	0.3550695445
1336	0.3550463957
1337	0.355030794
1338	0.3550056148
1339	0.3549653032
1340	0.354949318
1341	0.354931997
1342	0.3549096466
1343	0.354889396
1344	0.3548737975
1345	0.3548479877
1346	0.3548303774
1347	0.354805767
1348	0.3547788603
1349	0.354758402
1350	0.3547341909
1351	0.3547108114
1352	0.3546960147
1353	0.3546874997
1354	0.3546695621
1355	0.3546527731
1356	0.3546263984
1357	0.3546123313
1358	0.3545820631
1359	0.3545651931
1360	0.354542246
1361	0.354525646
1362	0.3545030983
1363	0.3544901938
1364	0.3544682434
1365	0.3544365799
1366	0.354422678
1367	0.3544001632
1368	0.3543883886
1369	0.3543672708
1370	0.3543503152
1371	0.3543263975
1372	0.3543122661
1373	0.3542967344
1374	0.3542698589
1375	0.3542358639
1376	0.3542135819
1377	0.3541790602
1378	0.3541566448
1379	0.3541427138
1380	0.3541207309
1381	0.3541079042
1382	0.354091782
1383	0.3540663702
1384	0.3540474829
1385	0.3540178817
1386	0.3539963425
1387	0.3539715625
1388	0.3539600208
1389	0.3539475153
1390	0.3539070065
1391	0.353893304
1392	0.353872391
1393	0.3538513043
1394	0.3538186119
1395	0.3537879464
1396	0.3537770687
1397	0.3537617477
1398	0.3537448511
1399	0.3537260634
1400	0.35371645
1401	0.353683822
1402	0.3536623712
1403	0.3536498322
1404	0.3536307918
1405	0.3536002262
1406	0.3535785396
1407	0.3535419506
1408	0.3535338336
1409	0.3535166432
1410	0.3535076616
1411	0.3534885739
1412	0.3534683315
1413	0.353453779
1414	0.3534345883
1415	0.3534053178
1416	0.3533944079
1417	0.3533817355
1418	0.3533712402
1419	0.3533558933
1420	0.3533353739
1421	0.3533171604
1422	0.3532975996
1423	0.3532663351
1424	0.3532517724
1425	0.3532327482
1426	0.3532191673
1427	0.3531939219
1428	0.3531856057
1429	0.3531468596
1430	0.3531056157
1431	0.3530751516
1432	0.3530344402
1433	0.3530133887
1434	0.3530029108
1435	0.3529960914
1436	0.3529725748
1437	0.3529650567
1438	0.3529508213
1439	0.3529302685
1440	0.3529077499
1441	0.3528975715
1442	0.3528864219
1443	0.3528740452
1444	0.3528654022
1445	0.3528540412
1446	0.3528401054
1447	0.3528240456
1448	0.3528079151
1449	0.3527899804
1450	0.3527634696
1451	0.3527268158
1452	0.3527094881
1453	0.3527018704
1454	0.3526854752
1455	0.3526663297
1456	0.3526472507
1457	0.3526194476
1458	0.3525931742
1459	0.3525782786
1460	0.3525595651
1461	0.3525439016
1462	0.3525120366
1463	0.3525007978
1464	0.3524866953
1465	0.3524568255
1466	0.3524361048
1467	0.3524153858
1468	0.3523903727
1469	0.3523770336
1470	0.3523648916
1471	0.3523458339
1472	0.3523344249
1473	0.3523188611
1474	0.3522937141
1475	0.3522602211
1476	0.3522462519
1477	0.3522282956
1478	0.3522100695
1479	0.3521954109
1480	0.3521770043
1481	0.3521633059
1482	0.3521471458
1483	0.352129518
1484	0.3521092314
1485	0.3520801931
1486	0.3520701469
1487	0.35206211
1488	0.3520470882
1489	0.3520377082
1490	0.3520267333
1491	0.3520178037
1492	0.3519914639
1493	0.3519566064
1494	0.3519435421
1495	0.3519114459
1496	0.3518980088
1497	0.3518783858
1498	0.3518514456
1499	0.3518328884
1500	0.3518187889
1501	0.3518089778
1502	0.3517994305
1503	0.3517891209
1504	0.3517785427
1505	0.3517658374
1506	0.3517513738
1507	0.3517315193
1508	0.3517158221
1509	0.3517083375
1510	0.3516904222
1511	0.3516748874
